ID,タイトル,公開日,カテゴリ,トピック,人事区分,JA名,人事異動の発効日,都道府県,全国連人事,サムネイル,記事本文へのサムネイル表示について,概要,内容,ページ
240129-72040,【役員人事】クミアイ化学工業（1月26日付）,202401290903,JAの人事,,,,,,,jinji/images/17ae4efe140192082e0b9999d5d8c407.jpg,,クミアイ化学工業は、1月26日付で役員人事を行った。,,"<p>◎役員<br /> 【異動】<br /> ▽社外監査役（常勤）種田宏平<br /> ▽社外監査役（同左）山田正和<br /> ▽社外監査役（同左）助川龍二<br /> ▽社外監査役（同左）白鳥三和子<br /> ▽補欠監査役（新任）髙岡幸次<br /> ▽取締役常務執行役員経営管理本部長（取締役常務執行役員　経営管理本部長　兼　経営管理本部経営企画部長）横山優<br /> ▽常務執行役員　経営管理本部副本部長　兼　経営管理本部人事部長（執行役員　経営管理本部人事部長）片桐定光</p>
<p>◎部長等<br /> ▽内部監査室長（コーポレートガバナンス統括室長）尾崎英介<br /> ▽コーポレートガバナンス統括室長（研究開発本部　研開企画部企画課長）渡辺哲<br /> ▽経営管理本部　経営企画部長（海外営業本部　海外営業部長）前田恭伸<br /> ▽海外営業本部　海外営業部長（海外営業本部海外営業部　アジア・オセアニア課長）木村卓生</p>
<p>※敬称略</p>"
240201-72123,【人事異動】日本農業新聞（2月1日付）,202402010856,JAの人事,,,,,,,jinji/images/e22638a6525f9a727ecd7d948d5bb967.jpg,,日本農業新聞は、2月1日付の人事異動を公表した。,,"<p>【新任】<br /> ▽広報局長（編集局長）山本史郎<br /> ▽広報局事業開発部兼広報局主幹（広報局長）片平清海<br /> ▽編集局長（編集局副局長兼メディアセンター部長）川島豪紀<br /> ▽監査室長（北海道支所長）岡部泰志<br /> ▽編集局副局長兼報道部長（広報局副局長兼事業開発部長）岡田健治<br /> ▽北海道支所長（編集局副局長兼報道部長）阪上裕基<br /> ▽広報局事業開発部長（九州支所副支所長（業務担当））伊藤洋次<br /> ▽編集局メディアセンター部長（編集局編集デザイン部長）島村一弘<br /> ▽編集局編集デザイン部長（編集局編集デザイン部整理担当部長）白井るみ子<br /> ▽東日本統括支所副支所長（業務担当）（広報局事業開発部次長）齊藤恵一<br /> ▽中部西日本統括支所中国四国支所副支所長（業務担当）（中部西日本統括支所中国四国支所副支所長四国支局（業務担当）宮川真輔<br /> ▽中部西日本統括支所中国四国支所副支所長兼四国支局長（中部西日本統括支所中国四国支所四国支局長）三ツ井悟<br /> ▽デジタルイノベーション室次長（編集局メディアセンター部次長）岡部孝典<br /> ▽総務企画局総務人事部次長（業務局業務管理部次長）加納敏秀<br /> ▽業務局業務管理部次長（総務企画局総務人事部次長）川合将彦<br /> ▽業務局普及推進部次長（デジタルイノベーション室次長）近藤真規<br /> ▽広報局事業開発部次長（広報局広告部次長）田靡慎吾<br /> ▽広報局事業開発部次長（東日本統括支所次長（業務担当））本部博歳<br /> ▽広報局事業開発部次長（中部西日本統括支所<br /> 中国四国支所次長<br /> （編集担当）鈴木健太郎<br /> ▽九州支所次長（業務担当）（広報局事業開発部次長）田村法義</p>
<p>※敬称略</p>"
240201-72129,【人事異動】全国酪農業協同組合連合会（2月1日付）,202402011038,JAの人事,,,,,,,jinji/images/0d9c11508c7fcc4abb6babc3cff68dac_1.jpg,,全国酪農業協同組合連合会は、2月1日付の人事異動を公表した。,,"<p>【新任】<br /> ▽専務特命酪農事業統括（酪農部長）佐藤弘<br /> ▽購買生産指導部分析センター長代理（購買生産指導部付出向全国酪農飼料（株）鹿島工場）八木小百合<br /> ▽札幌支所総務課長兼指導組織課長（名古屋支所購買畜産課長）岩崎正孝<br /> ▽札幌支所畜産課長代理（東京支所購買畜産課）菅谷洋平<br /> ▽名古屋支所購買畜産課長（大阪支所近畿事務所長）下田宏二<br /> ▽大阪支所近畿事務所長代理（東京支所購買畜産課（茨城県駐在））荻原慎介<br /> ▽福岡支所畜産課長代理<br /> 仙台支所（購買畜産課）北川太<br /> ▽北福岡工場次長兼総務課長兼品質管理課長（酪農部乳製品工場課長）松本悟<br /> ▽北福岡工場製造課長（北福岡工場品質管理課長）松嵜進</p>
<p>【昇進】<br /> ▽総務部人事室課長代理（総務部人事室）内本和磨<br /> ▽酪農部部長兼酪農企画課長兼生乳共販課長（酪農部副部長兼酪農企画課長兼生乳共販課長）岩本仁志<br /> ▽酪農部副部長兼乳食品課長兼乳製品工場課長（酪農部乳食品課長）町田篤史<br /> ▽札幌支所次長兼畜産課長（札幌支所畜産課長）佐々木俊介</p>
<p>【兼務】<br /> ▽大阪支所次長兼購買畜産課長兼近畿事務所長（大阪支所次長兼購買畜産課長）下井泰隆<br /> ▽福岡支所支所長兼畜産課長（福岡支所支所長）鈴木有希津</p>
<p>※敬称略</p>"
240202-72144,【人事異動】北興化学（2月1日付）,202402020938,JAの人事,,,,,,,jinji/images/13f406134104483f9beb9ce0ebf02cc3.jpg,,北興化学工業株式会社は、2月1日付の人事異動を公表した。,,"<p>▽新潟工場 事務チームマネージャー 兼 物流・業務チームマネージャー（新潟工場 事務チームマネージャー）山下洋</p>
<p>カッコ内は旧職<br /> 敬称略</p>"
240206-72221,【人事異動】ＪＡ全農（３月１日付、４月１日付）,202402061738,JAの人事,,,,,,,jinji/images/c9d0031ac74b642c40483d234d62a28b.jpg,,ＪＡ全農は2月6日、3月1日付と4月1日付の県本部長、参事の人事異動を発表した。,,"<p>（3月1日付）<br />▽秋田県本部長・参事（同副本部長）椎川浩</p>
<p>▽神奈川県本部長・参事（同副本部長）根倉修</p>
<p>（4月1日付）<br />▽参事（監査部長）越沼洋一</p>"
240207-72223,【人事】日本製紙（3月1日付）,202402070841,JAの人事,,,,,,,jinji/images/eb46b5f6aaeab02f32315db8e4911b5b.jpg,,日本製紙株式会社は、3月1日付の部長級人事を発表した。,,"<p>（敬称略）</p>
<p>▽ＣＳＲ本部長（ＣＳＲ本部長兼広報室長）　上野満男<br />▽ＣＳＲ本部広報室長（採用）　春山嘉男</p>"
240208-72264,【役員人事】デンカ（4月1日付）,202402081015,JAの人事,,,,,,,jinji/images/97bca9b76c0852cb0286bcc48b541691_1.jpg,,デンカは、4月1日付の役員人事を公表した。,,"<p>【異動】<br /> ▽専務執行役員　技術統括（CTO）資材部、物流統括部、環境保安部、品質保証部、エンジニアリング部 担当（専務執行役員、技術統括（CTO）、コンプライアンス担当（CCO）、資材部、物流統括部、生産・技術部、エンジニアリング部、デジタル戦略部 担当）高橋和男<br /> ▽顧問就任（3月末常務執行役員退任）（常務執行役員、研究統括（CSO）、新事業開発部門長）吉野信行<br /> ▽嘱託就任（3月末常務執行役員退任）（常務執行役員、ライフイノベーション部門長）高橋英喜<br /> ▽常務執行役員、人財戦略担当（CHRO ）、コンプライアンス担当（CCO）、経営企画部、人財戦略部、コーポレートコミュニケーション部、DCU、DCG、中国事業 担当（常務執行役員人財戦略担当（CHRO）、経営企画部、人財戦略部、コーポレートコミュニケーション部、DCU、DCG、中国事業 担当）石田郁雄<br /> ▽嘱託就任（3月末執行役員退任）（執行役員、五泉事業所長）中臣康雄<br /> ▽常務執行役員（昇任）、五泉事業所長（執行役員、大牟田工場長）笹川幸男<br /> ▽常務執行役員（昇任）、研究統括（CSO）新事業開発部門長、イノベーションセンター長（執行役員、新事業開発部門長補佐、イノベーションセンター長）戸谷英樹<br /> ▽執行役員、生産・技術部、デジタル戦略部、サステナビリティー推進部 担当（執行役員、環境対策推進統括、環境保安部、サステナビリティー推進部、品質保証部 担当）香坂昌信<br /> ▽執行役員、新事業開発部門副部門長、新事業創出部 担当、特命担当（グループ内部統制強化）（執行役員、総務部、法務部、秘書部、内部統制部 担当）渡辺健</p>
<p>【新任】<br /> ▽執行役員、大牟田工場長（大牟田工場次長）西村浩二<br /> ▽執行役員、ライフイノベーション部門長（ライフイノベーション部門副部門長）稲田太郎<br /> ▽執行役員、総務部、法務部、秘書部、内部統制部 担当（人財戦略部長）足立明則</p>
<p>※敬称略</p>"
240209-72313,【人事異動】ＪＡ全農（3月31日付、4月1日付）,202402091838,JAの人事,,,,,,,jinji/images/c9d0031ac74b642c40483d234d62a28b.jpg,,ＪＡ全農は2月9日、3月31日付および4月1日付の人事異動を発表した。,,"<p>（3月31日付）<br />▽新潟県本部（総合エネルギー部関東エネルギー事業所副事業所長）大井治人</p>
<p>▽滋賀県本部（監事監査事務局局長）下村智彦</p>
<p>▽岡山県本部（くらし支援部中四国エネルギー生活事業所副事業所長）原野正人</p>
<p>▽岡山県本部（施設農住部西日本広域施設農住事業所副事業所長）國安周司</p>
<p>（4月1日付）<br />▽監事監査事務局局長（秋田県本部副本部長）山中嗣貴</p>
<p>▽監事監査事務局（耕種総合対策部東北営農資材事業所事業所長）坪河博和</p>
<p>▽監事監査事務局（法務・リスク管理統括部食品品質・表示管理課課長）宮野徹</p>
<p>▽監査部部長（鳥取県本部副本部長）沢登幸徳</p>
<p>▽経営企画部地区担当部長（経営企画部島根事務所事務所長）舟木正明</p>
<p>▽経営企画部次長（耕種資材部総合課課長）渡辺正徳</p>
<p>▽経営企画部専任次長（麦類農産部次長）兼松崇博</p>
<p>▽経営企画部グループ戦略課課長（経営企画部グループ戦略課）下出貴志</p>
<p>▽経営企画部物流対策課課長（経営企画部ＪＡ支援課）丹常光</p>
<p>▽経営企画部島根事務所所長（経営企画部島根事務所副所長）松本浩二</p>
<p>▽経営企画部島根事務所副所長（耕種資材部中四国広域営農資材事業所 広域事業企画課課長）田中寿弘</p>
<p>▽財務部次長（財務部県域集約課課長）岡本卓三</p>
<p>▽法務・リスク管理統括部食品品質・表示管理課課長（法務・リスク管理統括部食品品質・表示管理課）西村亮</p>
<p>▽法務・リスク管理統括部グループ監査役室（麦類農産部西日本麦類農産事業所事業所長）三浦広貴</p>
<p>▽総務人事部人事企画課課長（総務人事部人事課出向農林漁業団体職員共済組合）杉浦貴博</p>
<p>▽総務人事部人事課出向全農物流株式会社（経営企画部専任課長）細野和広</p>
<p>▽総務人事部人事課出向株式会社全農ビジネスサポート（耕種総合対策部営農・技術センターセンター長）森永靖武</p>
<p>▽総務人事部人事課出向農林漁業団体職員共済組合（総務人事部人事企画課課長）鈴木正昭</p>
<p>▽総務人事部出向全国農協食品株式会社（経営企画部地区担当部長）桂栄一郎</p>
<p>▽総務人事部人事課出向株式会社全農ハイパック（営業開発部次長）今村武之</p>
<p>▽総務人事部人事課出向全農パールライス株式会社（米穀部九州米穀販売事業所事業所長）中崇</p>
<p>▽総務人事部人事課出向ＪＡ包装園芸資材協会（耕種総合対策部次長）橋本繁成</p>
<p>▽総務人事部人事課出向ＪＡ全農ミートフーズ株式会社（畜産生産部蛋白原料課課長）小野哲也</p>
<p>▽総務人事部出向ＪＡ全農くみあい飼料株式会社（畜産生産部部長）遠藤充史</p>
<p>▽総務人事部人事課出向ＪＡ全農くみあい飼料株式会社（畜産生産部専任次長）三田清一</p>
<p>▽総務人事部人事課出向ＪＡ全農くみあい飼料株式会社（畜産生産部次長）石間俊満</p>
<p>▽総務人事部人事課出向ＪＡ全農くみあい飼料株式会社（畜産生産部航運課課長）丸野恵永</p>
<p>▽総務人事部人事課出向ＪＡ全農くみあい飼料株式会社（畜産生産部製造・供給体制整備課課長）西之原英樹</p>
<p>▽総務人事部人事課出向ＪＡ全農くみあい飼料株式会社（畜産生産部単味・粗飼料課課長）林朗</p>
<p>▽総務人事部人事課出向ＪＡ全農くみあい飼料株式会社（畜産生産部事業改革・システム課課長）石川圭一</p>
<p>▽総務人事部人事課出向ホクレンくみあい飼料株式会社（畜産生産部次長）中村伊三雄</p>
<p>▽総務人事部人事課出向全農エネルギー株式会社（総合エネルギー部ガス保安対策課課長）根岸肇</p>
<p>▽総務人事部人事課出向全農エネルギー株式会社（総合エネルギー部九州エネルギー生活事業所副事業所長）橋本健弘</p>
<p>▽ＩＴ推進部システム企画課課長（ＩＴ推進部県域システム整備課課長）佐藤恭功</p>
<p>▽ＩＴ推進部システム企画課専任課長（ＩＴ推進部県域システム整備課）堀内貴司</p>
<p>▽ＩＴ推進部県域システム整備課課長（ＩＴ推進部県域システム整備課）高橋健介</p>
<p>▽営業開発部次長（営業開発部青果営業課課長）齊藤拓也</p>
<p>▽営業開発部精米営業課課長（米穀部総合課）中村友哉</p>
<p>▽フードマーケット事業部次長（フードマーケット事業部ｅコマース事業課課長）太田純</p>
<p>▽フードマーケット事業部リテール事業課課長（総務人事部人事課出向ＪＡ全農たまご株式会社）宮崎淳</p>
<p>▽耕種総合対策部次長（耕種資材部農薬課課長）内田成</p>
<p>▽耕種総合対策部統括課課長（総務人事部人事課出向佐藤産業株式会社）米倉正樹</p>
<p>▽耕種総合対策部スマート農業推進課課長（耕種総合対策部生産振興・グリーン農業推進課）室谷元</p>
<p>▽耕種総合対策部生産振興・グリーン農業推進課課長（耕種総合対策部スマート農業推進課課長）平野幸教</p>
<p>▽耕種総合対策部施設園芸企画課課長（耕種総合対策部統括課専任課長）柿沼成二</p>
<p>▽耕種総合対策部営農・技術センターセンター長（耕種総合対策部統括課課長）山川紳哉</p>
<p>▽耕種総合対策部東北営農資材事業所事業所長（耕種総合対策部生産振興・グリーン農業推進課課長）阿部浩人</p>
<p>▽米穀部次長（米穀部東日本米穀販売事業所事業所長）藤田修一</p>
<p>▽米穀部東日本米穀販売事業所事業所長（米穀部事業企画課）清水健</p>
<p>▽麦類農産部次長（麦類農産部でん粉・食品原料課課長）西野博文</p>
<p>▽麦類農産部麦類課課長（営業開発部精米営業課課長）古屋敷義和</p>
<p>▽麦類農産部札幌麦類農産事業所事業所長（麦類農産部でん粉・食品原料課）三島俊之</p>
<p>▽麦類農産部西日本麦類農産事業所事業所長（麦類農産部札幌麦類農産事業所事業所長）小林茂登</p>
<p>▽園芸部統括課課長（経営企画部グループ戦略課課長）杉村吉朗</p>
<p>▽園芸部園芸流通・システム課課長（ＩＴ推進部システム企画課課長）半田潤</p>
<p>▽園芸部事業開発課課長（総務人事部人事課出向ＪＡ全農青果センター株式会社）小西新</p>
<p>▽園芸部園芸物流対策課課長（総務人事部人事課出向ＪＡ全農青果センター株式会社）安田憲治</p>
<p>▽園芸部九州事業所事業所長（園芸部園芸物流対策課課長）井村竜也</p>
<p>▽耕種資材部専任部長（大分県本部管理部出向大分県農業協同組合）名取伸治</p>
<p>▽耕種資材部総合課課長（耕種資材部総合課）佐藤真由美</p>
<p>▽耕種資材部農薬課課長（耕種資材部農薬課）松下佳史</p>
<p>▽耕種資材部農薬原体・開発課課長（耕種資材部農薬原体・開発課）岩淵博己</p>
<p>▽耕種資材部農薬原体・開発課専任課長（耕種資材部農薬原体・開発課）森宗孝介</p>
<p>▽耕種資材部包装資材課課長（耕種資材部包装原料課課長）石山健博</p>
<p>▽耕種資材部包装原料課課長（耕種資材部包装資材課課長）河瀬直寿</p>
<p>▽耕種資材部農業機械課課長（耕種資材部農業機械課）池田久佳</p>
<p>▽耕種資材部農機事業改革推進課課長（耕種資材部農業機械課課長）白戸一成</p>
<p>▽施設農住部東北広域施設事業所副事業所長（施設農住部九州広域施設事業所副事業所長）松元豪</p>
<p>▽施設農住部西日本広域施設農住事業所事業所長（施設農住部西日本広域施設農住事業所副事業所長）塚原武</p>
<p>▽施設農住部西日本広域施設農住事業所副事業所長（施設農住部施設課）堀野英二</p>
<p>▽施設農住部西日本広域施設農住事業所副事業所長（施設農住部西日本広域施設農住事業所島根施設農住事務所所長）後藤千昭</p>
<p>▽施設農住部九州広域施設事業所副事業所長（施設農住部九州広域施設事業所佐賀施設事務所所長）緒方英郎</p>
<p>▽畜産総合対策部畜産販売課課長（総務人事部人事課出向ＪＡ全農ミートフーズ株式会社）大澤辰一</p>
<p>▽畜産生産部部長（総務人事部出向ホクレンくみあい飼料株式会社）富所真一</p>
<p>▽畜産生産部次長（畜産生産部専任次長）井上伸</p>
<p>▽畜産生産部次長（畜産生産部総合課課長）三浦康治</p>
<p>▽畜産生産部専任次長（畜産生産部）田村成俊</p>
<p>▽畜産生産部技術専任次長（総務人事部人事課出向ジェイエイ北九州くみあい飼料株式会社）谷政秀</p>
<p>▽畜産生産部技術専任次長（総務人事部人事課出向ＪＡ全農たまご株式会社）松原和義</p>
<p>▽畜産生産部専任課長（畜産生産部推進・商品開発課専任課長）出田篤司</p>
<p>▽畜産生産部総合課課長（畜産生産部推進・商品開発課課長）鈴木和明</p>
<p>▽畜産生産部事業改革・システム課課長（畜産生産部製造・供給体制整備課）稲吉亮一</p>
<p>▽畜産生産部推進・商品開発課課長（畜産生産部飼料畜産中央研究所笠間乳肉牛研究室室長）佐藤哲誠</p>
<p>▽畜産生産部生産基盤課課長（総務人事部人事課出向ＪＡ東日本くみあい飼料株式会社）岩月俊樹</p>
<p>▽畜産生産部製造・供給体制整備課課長（畜産生産部福岡畜産生産事業所事業管理課課長）鹿村年英</p>
<p>▽畜産生産部蛋白原料課課長（畜産生産部蛋白原料課）境健司</p>
<p>▽畜産生産部単味・粗飼料課課長（畜産生産部札幌畜産生産事業所事業所長）中村大</p>
<p>▽畜産生産部航運課課長（畜産生産部神戸畜産生産事業所事業所長）堀次朗</p>
<p>▽畜産生産部札幌畜産生産事業所事業所長（総務人事部人事課出向ホクレンくみあい飼料株式会社）田川豊</p>
<p>▽畜産生産部神戸畜産生産事業所事業所長（畜産生産部東京畜産生産事業所）富永将裕</p>
<p>▽酪農部総合課課長（酪農部乳製品第一課課長）養父敦也</p>
<p>▽酪農部事業体制整備課課長（酪農部総合課課長）三島真</p>
<p>▽酪農部乳製品課課長（酪農部乳製品第二課課長）井上学</p>
<p>▽総合エネルギー部総合課専任課長（総合エネルギー部体制整備課）原田晃一</p>
<p>▽総合エネルギー部ホームエネルギー推進課課長（総合エネルギー部ガス課課長）市川明良</p>
<p>▽総合エネルギー部ガス保安対策課課長（総合エネルギー部大阪エネルギー事業所事業所長）森本真也</p>
<p>▽総合エネルギー部ガス課課長（総合エネルギー部総合課）樋上延由</p>
<p>▽総合エネルギー部大阪エネルギー事業所事業所長（総合エネルギー部中四国エネルギー生活事業所事業所長）石橋領治</p>
<p>▽総合エネルギー部中四国エネルギー生活事業所事業所長（総合エネルギー部中四国エネルギー生活事業所愛媛エネルギー推進課課長）田中一成</p>
<p>▽総合エネルギー部九州エネルギー生活事業所副事業所長（総合エネルギー部中四国エネルギー生活事業所鳥取推進課課長）大野滋己</p>
<p>▽くらし支援部中四国エネルギー生活事業所副事業所長（くらし支援部北陸・東海・近畿生活事業所業務企画課課長）古賀義英</p>
<p>▽福島県本部（畜産生産部生産基盤課課長）小林健二</p>
<p>▽鳥取県本部（米穀部次長）小里司</p>
<p>▽鳥取県本部（畜産総合対策部畜産販売課課長）上田浩一郎</p>
<p></p>"
240215-72375,【人事異動】ヤマタネ（4月1日付）,202402150959,JAの人事,,,,,,,jinji/images/996265cb396e29fd2e3ae2a50e82a790_1.jpg,,ヤマタネ、4月1日付の人事異動を公表した。,,"<p>【選任】<br /> ▽食品本部副本部長兼事業戦略部長（事業戦略部長）岡澤幹浩<br /> ▽管理本部人事部長（物流本部関東支店部長（（株）ヤマタネロジワークス出向））伊勢高幸<br /> ▽物流本部関東支店部長（（株）ヤマタネロジスティクス出向）（食品本部生産部長）梅﨑隆<br /> ▽物流本部関西支店業務部長（物流本部関東支店業務部第3ブロック長兼市川営業所長）白石泰志<br /> ▽物流本部関東支店部長<br /> （（株）シンヨウ・ロジ出向）（物流本部関東支店営業企画部長）中山洋平<br /> ▽食品本部生産部長（印西精米センター）（食品本部生産部印西精米センター長）安田大輔</p>
<p>※敬称略</p>"
240216-72398,【役員人事】井関農機（3月28日付）,202402160829,JAの人事,,,,,,,jinji/images/30cc68f625bc0cc49910b83f3086e41f_2.jpg,,"井関農機株式会社は、3月28日付の役員人事を公表した。取締役・監査役の異動については、2024 年3月28日開催予定の第100期定時株主総会並びにその後の取締役会・監査役会を経て正式に決定される予定。
",,"<p>【新任】<br /> ▽社外取締役（元 アフラック生命保険株式会社 執行役員）　木曽川栄子<br /> ▽社外取締役（あずさ総合法律事務所 所長）岸本史子<br /> ▽社外監査役（農林中央金庫 大阪支店 主任考査役）森本健太郎</p>
<p>【退任】<br /> ▽（取締役 常務執行役員）縄田幸夫<br /> ▽（社外取締役）田中省二 <br /> ▽（社外取締役）中山和夫<br /> ▽（社外監査役）白石幸人</p>
<p>敬称略<br /> カッコ内は現職</p>"
240216-72421,【人事異動】やまびこ（3月1日付）,202402161021,JAの人事,,,,,,,jinji/images/640225cf52e96738797ce47241567fe3.jpg,,株式会社やまびこは、4月1日付の人事異動を公表した。,,"<p>▽常務執行役員 技術推進本部長 兼 エネルギーソリューション推進室長（上席執行役員 技術推進本部長 兼 エネルギーソリューション推進室長）倉田伸也</p>
<p>敬称略<br />カッコ内は旧職</p>"
240216-72422,【役員人事】クボタ（3月22日付）,202402161032,JAの人事,,,,,,,jinji/images/0a7c711dbbeb18fed0e52122c62a2a4e.jpg,,株式会社クボタは、3月22日付の役員人事を公表した。,,"<p>【役員人事】<br />▽社友（社外取締役）伊奈功一<br />▽監査役（執行役員 企画本部副本部長）伊藤和司<br />▽特任顧問（監査役） 福山敏和</p>
<p>【再任】<br />▽社外取締役　松田譲<br />※2023年11月8日に第134回定時株主総会終了時を以て、取締役から退任予定と発表していたが、取締役候補者（再任）に推薦となった。</p>
<p>敬称略<br />カッコ内は旧職</p>"
240216-72428,【人事異動】ＪＡ全中（3月8日付）,202402161700,JAの人事,,,,,,,jinji/images/JA1600_900.jpg,,ＪＡ全農は2月16日、3月8日付の人事異動を発表した。,,"<p>（3月8日付）<br />▽農政部部長事務取扱　兼　専務理事（専務理事）馬場利彦</p>
<p>▽総務企画部付休職（農政部部長）生部治</p>
<p>▽総務企画部付休職（農政部水田・畑作農業対策課課長）臼井稔</p>
<p>▽農政部農政課課長　兼　農政部水田・畑作農業対策課課長（農政部農政課課長）藤本卓</p>"
240219-72448,【人事異動】共栄火災海上保険（4月1日付）,202402190856,JAの人事,,,,,,,jinji/images/fd1bd52d6c9d644307468346795cc2ec.jpg,,共栄火災海上保険は、4月1日付の人事異動を公表した。,,"<p>【新任】<br /> ▽業務品質部長（コンタクトセンター企画部長）鈴木隆<br /> ▽人事部長（経理部長）北村誠<br /> ▽総務部長（総務部不動産グループリーダー（副部長職））谷本英<br /> ▽総務部部長職（共栄火災オフィスサービス（株）出向）（総務部長）道本雅士<br /> ▽総務部秘書室長（部長職）（業務支援部長兼業務企画グループリーダー）岩永大祐<br /> ▽経理部長（経理部副部長兼主計グループリー<br /> ダー）遠山圭介<br /> ▽コンタクトセンター企画部長（ダイレクト損害サービス部長）牧野由佳<br /> ▽農林水産部長（中京支店長）花田年樹<br /> ▽営業開発部長（四国支店長）北村泰治<br /> ▽ダイレクト損害サービス部長（コンタクトセンター企画部副部長兼企画グループリーダー）島智久<br /> ▽京浜支店長（東北支店長）堀尾英男<br /> ▽東北支店長（北海道支店副支店長兼札幌第一支社長）森井崇夫<br /> ▽中京支店長（金融法人部長）中須賀靖<br /> ▽中部損害サービス部長（九州損害サービス部長）岡野理太郎<br /> ▽関西支店長（大阪支店副支店長兼企業営業課<br /> 長）坂野孝弘<br /> ▽四国支店長（四国支店副支店長兼松山支社長）小寺啓介<br /> ▽九州支店長（関西支店長）池田章<br /> ▽九州損害サービス部長（損害サービス業務<br /> 部副部長兼管理グループリーダー）植田尚行</p>
<p>※敬称略</p>"
240219-72449,【役員人事】共栄火災海上保険（4月1日付）,202402190857,JAの人事,,,,,,,jinji/images/fd1bd52d6c9d644307468346795cc2ec.jpg,,共栄火災海上保険は、4月1日付の役員人事を公表した。,,"<p>【新任】<br /> ▽執行役員情報システム部長（情報システム部長）大條正之<br /> ▽執行役員商品開発部長（商品開発部長）尾形泰芳<br /> ▽執行役員経営企画部長（経営企画部長）横井誠一<br /> ▽執行役員損害サービス業務部長（損害サービス業務部長）佐竹潤一郎</p>
<p>※敬称略</p>"
240220-72463,【役員人事】コマツ（4月1日付）,202402200930,JAの人事,,,,,,,jinji/images/59fad01a9f51eb171c3596dc254fd0f5.jpg,,"株式会社小松製作所は、4月1日付の役員人事を公表した。
",,"<p>【役員人事】<br /> ▽代表取締役 兼 専務執行役員（取締役 兼 専務執行役員）堀越健<br /> ▽取締役（代表取締役 兼 専務執行役員）森山雅之</p>
<p>現代表取締役社長 兼 CEOの小川啓之は現職を継続。代表者は小川啓之および堀越健の2名となる。森山雅之は2024年6月開催予定の定時株主総会終結の時をもって任期満了により取締役を退任し、社長付シニア・フェロー（マイニング担当）に就任する予定。</p>
<p>敬称略<br /> カッコ内は旧職</p>
<p></p>"
240220-72487,【人事異動】J‐オイルミルズ（4月1日付）,202402200932,JAの人事,,,,,,,jinji/images/57eaacbbee4dca327f8cef8470326aaf.jpg,,J‐オイルミルズは、4月1日付の人事異動を公表した。,,"<p>【選任】<br /> ▽理事　事業本部 広域流通部付（理事　事業本部 東京支社長）山本正人<br /> ▽事業本部 東京支社長（事業本部 ソリューション事業部長）高橋一司<br /> ▽事業本部 ソリューション事業部長（J-OILMILLS(THAILAND) CO., LTD代表取締役社長 兼 事業本部 海外事業部バンコク事務所長）金子丈朗<br /> ▽J-OILMILLS(THAILAND) CO., LTD代表取締役社長 兼 事業本部 海外事業部バンコク事務所長（事業本部 加工用油脂部）日野博隆<br /> ▽事業本部 東京支社東北支店長（事業本部 東京支社東日本営業推進グループ）岩垣進<br /> ▽事業本部 東京支社関東信越支店長（事業本部 東京支社業務用販売部）森川達也<br /> ▽事業本部 東京支社業務用販売部長（事業本部 東京支社業務用販売部）桂将己<br /> ▽事業本部 名古屋支社北陸支店長（事業本部 大阪支社業務用販売部）山取健輔<br /> ▽事業本部 大阪支社中四国支店長（事業本部 営業戦略部）佐藤将史<br /> ▽R&amp;D・生産本部 知財戦略部長（ R&amp;D・生産本部 研究開発センター）齋藤三四郎<br /> ▽R&amp;D・生産本部 若松工場長（ R&amp;D・生産本部 若松工場）武井博文</p>
<p>※敬称略</p>"
240220-72494,【人事異動】農林水産省（2月21日付）,202402201457,JAの人事,農水省,,,,,,jinji/images/nousui1600_2.jpg,,農林水産省は2月20日、21日付の人事異動を発表した。,,<p>▽輸出・国際局知的財産課付（国際派遣）（大臣官房新事業・食品産業部食品製造課食品企業行動室長）髙畑和子</p>
240222-72547,【役員人事】明治ホールディングス（4月1日付）,202402220956,JAの人事,,,,,,,jinji/images/28df07a742aadc58390d8f47167fb592.jpg,,明治ホールディングスは、4月1日付の役員人事を公表した。,,"<p>【委嘱業務の変更】<br /> ▽取締役専務執行役員CSO　IR部・コーポレートコミュニケーション部・サステナビリティ推進部 管掌兼 （株）明治 取締役（取締役専務執行役員CSO　コーポレートコミュニケーション部・サステナビリティ推進部 管掌兼 （株）明治 取締役）古田純</p>
<p>【新任】<br /> ▽執行役員グループDX戦略部 管掌（（株）明治 執行役員デジタル推進本部長）古賀猛文</p>
<p>※敬称略</p>"
